Aika[s]	Askeleet	Voimamittaus[V/V]	Siirtymä[mm]	Sellipaine-mitattu[kPa]	Huokosvedenpaine[kPa]	Vaaka[g]	Voimamittaus[kg]	Nousunopeus[mm/min]	Kompensoitu siirtymä[mm]	Suhteellinen kokoonpuristuma[%]	Suhteellinen tilavuuden muutos[%]	Maksimileikkausjännitys[kPa]
589043,976038	61105,000000	-0,000952	19,690463	90,918464	6,334326	15,940000	48,441576	0,002000	19,630614	17,883406	0,077029	11,263901
589063,976390	61107,000000	-0,000951	19,691434	90,892473	6,342780	15,940000	48,412203	0,002000	19,631258	17,883992	0,077029	11,256952
589083,976660	61109,000000	-0,000952	19,692088	90,890837	6,322433	15,940000	48,427758	0,002000	19,631900	17,884577	0,077029	11,260488
589103,976506	61111,000000	-0,000951	19,693080	90,889273	6,323989	15,950000	48,407115	0,002000	19,632544	17,885163	0,077077	11,256147
589123,976254	61113,000000	-0,000952	19,693020	90,867311	6,315770	15,940000	48,423090	0,002000	19,633186	17,885748	0,077029	11,259288
589143,975857	61115,000000	-0,000951	19,693953	90,891318	6,319416	15,940000	48,403082	0,002000	19,633829	17,886334	0,077029	11,254521
589163,976096	61117,000000	-0,000951	19,694462	90,878266	6,329448	15,950000	48,416180	0,002000	19,634471	17,886919	0,077077	11,258085
589183,975922	61120,000000	-0,000953	19,695453	90,891211	6,341964	15,950000	48,482157	0,002000	19,635432	17,887794	0,077077	11,273304
589203,976203	61122,000000	-0,000953	19,696215	90,870340	6,331038	15,940000	48,479952	0,002000	19,636075	17,888380	0,077029	11,272115
589223,976799	61124,000000	-0,000953	19,696308	90,877306	6,345368	15,940000	48,515696	0,002000	19,636715	17,888964	0,077029	11,280414
589243,976380	61126,000000	-0,000953	19,697747	90,881930	6,327586	15,950000	48,485966	0,002000	19,637360	17,889550	0,077077	11,273906
589263,976721	61128,000000	-0,000953	19,697983	90,861199	6,349952	15,940000	48,507483	0,002000	19,638001	17,890135	0,077029	11,278298
589283,976005	61130,000000	-0,000953	19,698406	90,855250	6,358179	15,950000	48,490605	0,002000	19,638644	17,890721	0,077077	11,274904
589303,976796	61132,000000	-0,000953	19,698586	90,872651	6,344545	15,950000	48,501758	0,002000	19,639287	17,891306	0,077077	11,277475
589323,976047	61134,000000	-0,000953	19,699802	90,853043	6,356209	15,950000	48,478021	0,002000	19,639930	17,891892	0,077077	11,271805
589343,976640	61136,000000	-0,000953	19,700382	90,854200	6,364882	15,950000	48,494966	0,002000	19,640572	17,892477	0,077077	11,275674
589363,976624	61138,000000	-0,000952	19,700588	90,869343	6,370082	15,950000	48,458894	0,002000	19,641216	17,893064	0,077077	11,267261
589383,976627	61140,000000	-0,000953	19,701515	90,863746	6,354577	15,950000	48,480449	0,002000	19,641858	17,893649	0,077077	11,272159
589403,976034	61142,000000	-0,000952	19,702806	90,884674	6,364122	15,950000	48,464302	0,002000	19,642501	17,894235	0,077077	11,268245
589423,976773	61144,000000	-0,000953	19,702512	90,882478	6,341600	15,950000	48,473523	0,002000	19,643144	17,894820	0,077077	11,270425
589443,976367	61147,000000	-0,000952	19,703582	90,876296	6,351516	15,950000	48,461041	0,002000	19,644108	17,895698	0,077077	11,267391
589463,975859	61149,000000	-0,000952	19,704479	90,878387	6,353729	15,950000	48,468076	0,002000	19,644750	17,896283	0,077077	11,268916
589483,976158	61151,000000	-0,000952	19,704801	90,883145	6,359768	15,950000	48,449176	0,002000	19,645394	17,896870	0,077077	11,264482
589503,976315	61153,000000	-0,000952	19,705440	90,859311	6,342046	15,950000	48,460874	0,002000	19,646036	17,897455	0,077077	11,267123
589523,975836	61155,000000	-0,000952	19,706280	90,893862	6,365292	15,950000	48,423864	0,002000	19,646680	17,898042	0,077077	11,258415
589543,976333	61157,000000	-0,000952	19,706856	90,860543	6,335485	15,950000	48,445801	0,002000	19,647322	17,898626	0,077077	11,263444
589563,976452	61159,000000	-0,000952	19,707940	90,890478	6,364506	15,950000	48,424134	0,002000	19,647965	17,899212	0,077077	11,258273
589583,976727	61161,000000	-0,000952	19,708380	90,884826	6,355580	15,950000	48,443498	0,002000	19,648607	17,899797	0,077077	11,262721
589603,976645	61163,000000	-0,000952	19,708778	90,886414	6,386586	15,950000	48,421750	0,002000	19,649251	17,900383	0,077077	11,257615
589623,975997	61165,000000	-0,000952	19,709585	90,882185	6,365587	15,950000	48,429985	0,002000	19,649893	17,900968	0,077077	11,259430
589643,976445	61167,000000	-0,000951	19,710417	90,858100	6,395320	15,950000	48,409927	0,002000	19,650537	17,901555	0,077077	11,254665
589663,976079	61169,000000	-0,000951	19,711234	90,868951	6,363897	15,950000	48,387827	0,002000	19,651180	17,902141	0,077077	11,249426
589683,975843	61171,000000	-0,000951	19,712165	90,878454	6,356246	15,950000	48,379418	0,002000	19,651823	17,902727	0,077077	11,247356
589703,976443	61174,000000	-0,000951	19,712397	90,867071	6,368572	15,950000	48,412109	0,002000	19,652786	17,903604	0,077077	11,254928
589723,976479	61176,000000	-0,000953	19,713377	90,848502	6,378553	15,950000	48,485134	0,002000	19,653425	17,904186	0,077077	11,271784
589743,976608	61178,000000	-0,000953	19,713939	90,893199	6,357958	15,950000	48,499228	0,002000	19,654066	17,904770	0,077077	11,274991
589763,976377	61180,000000	-0,000953	19,714329	90,892912	6,378191	15,950000	48,511660	0,002000	19,654708	17,905355	0,077077	11,277833
589783,976264	61182,000000	-0,000953	19,715470	90,876451	6,375956	15,950000	48,495875	0,002000	19,655352	17,905941	0,077077	11,274022
589803,975908	61184,000000	-0,000953	19,715539	90,866949	6,378183	15,950000	48,499958	0,002000	19,655994	17,906527	0,077077	11,274963
589823,976035	61186,000000	-0,000953	19,716750	90,883753	6,370535	15,950000	48,483095	0,002000	19,656638	17,907113	0,077077	11,270894
589843,976146	61188,000000	-0,000953	19,717235	90,879716	6,386940	15,950000	48,504365	0,002000	19,657279	17,907697	0,077077	11,275778
589863,976007	61190,000000	-0,000953	19,718316	90,894235	6,377840	15,950000	48,473771	0,002000	19,657923	17,908284	0,077077	11,268533
589883,975940	61192,000000	-0,000953	19,718861	90,915445	6,370185	15,950000	48,490293	0,002000	19,658565	17,908869	0,077077	11,272306
589903,976516	61194,000000	-0,000953	19,720405	90,871819	6,387018	15,950000	48,473594	0,002000	19,659209	17,909455	0,077077	11,268234
589923,976717	61196,000000	-0,000953	19,720359	90,908427	6,378311	15,950000	48,479249	0,002000	19,659851	17,910040	0,077077	11,269554
589943,975910	61198,000000	-0,000952	19,720994	90,882244	6,379283	15,950000	48,466694	0,002000	19,660494	17,910626	0,077077	11,266557
589963,976110	61200,000000	-0,000953	19,721631	90,872827	6,357698	15,950000	48,475057	0,002000	19,661136	17,911211	0,077077	11,268422
589983,976666	61203,000000	-0,000952	19,722034	90,907490	6,411315	15,950000	48,458549	0,002000	19,662101	17,912090	0,077077	11,264535
590003,976523	61205,000000	-0,000953	19,722810	90,915156	6,364931	15,950000	48,474010	0,002000	19,662743	17,912675	0,077077	11,268034
590023,976583	61207,000000	-0,000952	19,723837	90,893082	6,397576	15,950000	48,450095	0,002000	19,663387	17,913261	0,077077	11,262348
590043,976081	61209,000000	-0,000952	19,724125	90,876878	6,371658	15,950000	48,455413	0,002000	19,664029	17,913846	0,077077	11,263549
590063,976636	61211,000000	-0,000952	19,724674	90,876889	6,393754	15,950000	48,445136	0,002000	19,664672	17,914432	0,077077	11,261092
590083,976417	61213,000000	-0,000952	19,725359	90,874601	6,369420	15,950000	48,446864	0,002000	19,665315	17,915017	0,077077	11,261409
590103,976722	61215,000000	-0,000952	19,726392	90,854748	6,376947	15,950000	48,422918	0,002000	19,665958	17,915604	0,077077	11,255716
590123,976015	61217,000000	-0,000952	19,726750	90,899632	6,384727	15,950000	48,433243	0,002000	19,666600	17,916189	0,077077	11,258072
590143,976074	61219,000000	-0,000951	19,727500	90,899706	6,406821	15,950000	48,417390	0,002000	19,667244	17,916775	0,077077	11,254294
590163,975979	61221,000000	-0,000951	19,728141	90,897041	6,395478	15,960000	48,420356	0,002000	19,667886	17,917360	0,077125	11,255486
590183,976368	61223,000000	-0,000951	19,728977	90,890279	6,399150	15,960000	48,408221	0,002000	19,668529	17,917946	0,077125	11,252562
590203,975862	61225,000000	-0,000951	19,729465	90,883823	6,381039	15,950000	48,419223	0,002000	19,669172	17,918531	0,077077	11,254478
590223,976212	61227,000000	-0,000951	19,730229	90,890809	6,394914	15,950000	48,406143	0,002000	19,669815	17,919117	0,077077	11,251344
590243,976369	61230,000000	-0,000951	19,731354	90,886042	6,400002	15,950000	48,408271	0,002000	19,670779	17,919995	0,077077	11,251700
590263,976829	61232,000000	-0,000953	19,731874	90,887852	6,384507	15,960000	48,482968	0,002000	19,671417	17,920577	0,077125	11,269579
590283,975911	61234,000000	-0,000953	19,732867	90,889442	6,404215	15,960000	48,480489	0,002000	19,672060	17,921163	0,077125	11,268881
590303,975982	61236,000000	-0,000953	19,733378	90,864447	6,410967	15,960000	48,496942	0,002000	19,672702	17,921747	0,077125	11,272642
590323,975942	61238,000000	-0,000953	19,734163	90,904997	6,383321	15,960000	48,474320	0,002000	19,673346	17,922334	0,077125	11,267287
590343,975991	61240,000000	-0,000953	19,734602	90,897324	6,414123	15,960000	48,482361	0,002000	19,673988	17,922919	0,077125	11,269102
590363,976665	61242,000000	-0,000953	19,735877	90,870623	6,417037	15,960000	48,476251	0,002000	19,674631	17,923504	0,077125	11,267524
590383,976255	61244,000000	-0,000953	19,736419	90,874733	6,409437	15,960000	48,476837	0,002000	19,675273	17,924090	0,077125	11,267593
590403,976085	61246,000000	-0,000952	19,736817	90,881324	6,428365	15,960000	48,458057	0,002000	19,675917	17,924676	0,077125	11,263179
590423,976634	61248,000000	-0,000953	19,737535	90,887070	6,390278	15,960000	48,475738	0,002000	19,676559	17,925261	0,077125	11,267200
590443,976131	61250,000000	-0,000952	19,737926	90,922302	6,418553	15,960000	48,456566	0,002000	19,677202	17,925847	0,077125	11,262696
590463,976704	61252,000000	-0,000953	19,738241	90,895271	6,404244	15,960000	48,473176	0,002000	19,677844	17,926432	0,077125	11,266518
590483,976778	61254,000000	-0,000952	19,739695	90,896204	6,406316	15,960000	48,449192	0,002000	19,678488	17,927018	0,077125	11,260764
590503,976640	61257,000000	-0,000952	19,740079	90,900428	6,411475	15,960000	48,454678	0,002000	19,679451	17,927896	0,077125	11,261992
590523,975906	61259,000000	-0,000952	19,740658	90,903902	6,402129	15,960000	48,454146	0,002000	19,680094	17,928481	0,077125	11,261796
590543,975847	61261,000000	-0,000952	19,741154	90,887545	6,416400	15,960000	48,451116	0,002000	19,680737	17,929067	0,077125	11,261031
590563,976223	61263,000000	-0,000952	19,743082	90,884042	6,420946	15,960000	48,436125	0,002000	19,681380	17,929653	0,077125	11,257309
590583,976778	61265,000000	-0,000952	19,742418	90,908803	6,421313	15,960000	48,451510	0,002000	19,682022	17,930238	0,077125	11,260967
590603,976160	61267,000000	-0,000952	19,743553	90,885940	6,399044	15,960000	48,426907	0,002000	19,682666	17,930824	0,077125	11,255109
590623,976390	61269,000000	-0,000952	19,743933	90,883631	6,412330	15,960000	48,446138	0,002000	19,683307	17,931409	0,077125	11,259531
590643,976025	61271,000000	-0,000951	19,744643	90,874424	6,393214	15,960000	48,419614	0,002000	19,683951	17,931995	0,077125	11,253279
590663,976273	61273,000000	-0,000952	19,744306	90,882401	6,414651	15,960000	48,441145	0,002000	19,684593	17,932580	0,077125	11,258325
590683,976762	61275,000000	-0,000951	19,746086	90,882087	6,413024	15,960000	48,419022	0,002000	19,685237	17,933166	0,077125	11,252964
590703,975986	61277,000000	-0,000952	19,745632	90,872847	6,417199	15,960000	48,425903	0,002000	19,685879	17,933751	0,077125	11,254619
590723,976261	61279,000000	-0,000951	19,746837	90,862607	6,379294	15,960000	48,409005	0,002000	19,686522	17,934337	0,077125	11,250543
590743,976239	61281,000000	-0,000951	19,747131	90,851826	6,409622	15,960000	48,418551	0,002000	19,687164	17,934922	0,077125	11,252725
590763,976256	61283,000000	-0,000951	19,747661	90,866417	6,411951	15,960000	48,397510	0,002000	19,687808	17,935509	0,077125	11,247770
590783,976679	61286,000000	-0,000952	19,748866	90,876793	6,408761	15,960000	48,434395	0,002000	19,688770	17,936385	0,077125	11,256194
590803,976167	61288,000000	-0,000953	19,749634	90,878262	6,419996	15,960000	48,493977	0,002000	19,689410	17,936968	0,077125	11,269946
590823,975871	61290,000000	-0,000953	19,749885	90,852513	6,413000	15,960000	48,492740	0,002000	19,690052	17,937553	0,077125	11,269628
590843,976390	61292,000000	-0,000953	19,750405	90,865164	6,408294	15,960000	48,499501	0,002000	19,690695	17,938138	0,077125	11,271134
590863,976249	61294,000000	-0,000953	19,752013	90,839958	6,411767	15,970000	48,489127	0,002000	19,691338	17,938724	0,077174	11,269107
590883,976612	61296,000000	-0,000953	19,751840	90,888161	6,407896	15,970000	48,491473	0,002000	19,691980	17,939310	0,077174	11,269673
590903,976667	61298,000000	-0,000953	19,752779	90,844982	6,398915	15,970000	48,479706	0,002000	19,692623	17,939896	0,077174	11,266823
590923,976021	61300,000000	-0,000953	19,754025	90,840760	6,417827	15,970000	48,491228	0,002000	19,693265	17,940480	0,077174	11,269347
590943,976680	61302,000000	-0,000953	19,753853	90,838041	6,428323	15,970000	48,476727	0,002000	19,693909	17,941067	0,077174	11,265998
590963,975864	61304,000000	-0,000953	19,754292	90,852818	6,408910	15,970000	48,486182	0,002000	19,694551	17,941652	0,077174	11,268141
590983,975844	61306,000000	-0,000952	19,755676	90,844440	6,444656	15,970000	48,467322	0,002000	19,695194	17,942238	0,077174	11,263588
591003,976227	61308,000000	-0,000953	19,755714	90,866884	6,425955	15,970000	48,472975	0,002000	19,695837	17,942823	0,077174	11,264896
591023,976580	61310,000000	-0,000952	19,756712	90,844711	6,443715	15,970000	48,461130	0,002000	19,696480	17,943409	0,077174	11,262021
591043,975900	61313,000000	-0,000952	19,757219	90,841739	6,445632	15,970000	48,464225	0,002000	19,697444	17,944287	0,077174	11,262677
591063,976695	61315,000000	-0,000952	19,758217	90,856951	6,420876	15,970000	48,444609	0,002000	19,698087	17,944873	0,077174	11,257996
591083,976687	61317,000000	-0,000952	19,758745	90,863649	6,439649	15,970000	48,453958	0,002000	19,698729	17,945458	0,077174	11,260103
591103,976034	61319,000000	-0,000952	19,759810	90,851752	6,415667	15,970000	48,434484	0,002000	19,699373	17,946044	0,077174	11,255446
591123,976092	61321,000000	-0,000952	19,760027	90,848558	6,429066	15,970000	48,445070	0,002000	19,700015	17,946629	0,077174	11,257880
591143,976773	61323,000000	-0,000952	19,760651	90,852867	6,426270	15,970000	48,431888	0,002000	19,700658	17,947215	0,077174	11,254739
591163,975901	61325,000000	-0,000952	19,761173	90,871048	6,438872	15,980000	48,438570	0,002000	19,701301	17,947800	0,077222	11,256809
591183,976184	61327,000000	-0,000951	19,761995	90,832390	6,413349	15,980000	48,420243	0,002000	19,701944	17,948387	0,077222	11,252448
591203,976308	61329,000000	-0,000952	19,762291	90,853814	6,430753	15,980000	48,431023	0,002000	19,702586	17,948972	0,077222	11,254917
591223,976172	61331,000000	-0,000951	19,763612	90,834428	6,429727	15,980000	48,409108	0,002000	19,703230	17,949558	0,077222	11,249662
591243,976549	61333,000000	-0,000951	19,763749	90,832662	6,432498	15,980000	48,416200	0,002000	19,703872	17,950143	0,077222	11,251293
591263,976261	61335,000000	-0,000951	19,764632	90,816728	6,431007	15,980000	48,406426	0,002000	19,704515	17,950729	0,077222	11,248913
591283,976449	61337,000000	-0,000951	19,764470	90,802268	6,432983	15,980000	48,415113	0,002000	19,705157	17,951314	0,077222	11,250951
591303,976052	61340,000000	-0,000951	19,765542	90,849104	6,447541	15,980000	48,400013	0,002000	19,706122	17,952193	0,077222	11,247310
591323,976590	61342,000000	-0,000952	19,767002	90,811084	6,449731	15,980000	48,453260	0,002000	19,706762	17,952776	0,077222	11,259504
591343,976774	61344,000000	-0,000953	19,767070	90,859217	6,429784	15,980000	48,500459	0,002000	19,707402	17,953359	0,077222	11,270463
591363,976768	61346,000000	-0,000953	19,768115	90,822373	6,457725	15,980000	48,490843	0,002000	19,708045	17,953945	0,077222	11,268100
591383,976292	61348,000000	-0,000953	19,768251	90,854901	6,480440	15,980000	48,511125	0,002000	19,708687	17,954529	0,077222	11,272796
591403,975932	61350,000000	-0,000953	19,769179	90,857997	6,427255	15,980000	48,496316	0,002000	19,709330	17,955115	0,077222	11,269240
591423,976645	61352,000000	-0,000953	19,769979	90,832385	6,427822	15,980000	48,509603	0,002000	19,709972	17,955700	0,077222	11,272229
591443,975874	61354,000000	-0,000953	19,770445	90,872562	6,453910	15,980000	48,500890	0,002000	19,710615	17,956286	0,077222	11,270147
591463,976141	61356,000000	-0,000953	19,770902	90,845121	6,466789	15,980000	48,516226	0,002000	19,711257	17,956871	0,077222	11,273654
591483,976562	61358,000000	-0,000953	19,771812	90,853288	6,451580	15,980000	48,495741	0,002000	19,711901	17,957457	0,077222	11,268782
591503,975853	61360,000000	-0,000953	19,772746	90,854048	6,449025	15,980000	48,515245	0,002000	19,712542	17,958042	0,077222	11,273198
591523,976509	61362,000000	-0,000953	19,773268	90,843264	6,443327	15,980000	48,487873	0,002000	19,713186	17,958628	0,077222	11,266774
591543,976839	61364,000000	-0,000953	19,773497	90,832642	6,442112	15,980000	48,507248	0,002000	19,713828	17,959213	0,077222	11,271247
591563,976638	61366,000000	-0,000953	19,774450	90,839876	6,452314	15,980000	48,486909	0,002000	19,714471	17,959799	0,077222	11,266404
591583,976052	61369,000000	-0,000953	19,775527	90,849815	6,440665	15,980000	48,497545	0,002000	19,715435	17,960677	0,077222	11,268742
591603,976373	61371,000000	-0,000953	19,775931	90,832777	6,448090	15,990000	48,484485	0,002000	19,716078	17,961263	0,077270	11,266240
591623,976347	61373,000000	-0,000953	19,776522	90,888287	6,455229	15,990000	48,485765	0,002000	19,716721	17,961848	0,077270	11,266464
591643,976483	61375,000000	-0,000952	19,777178	90,844832	6,468983	15,990000	48,469861	0,002000	19,717364	17,962434	0,077270	11,262687
591663,976778	61377,000000	-0,000953	19,777065	90,850691	6,474071	15,990000	48,484958	0,002000	19,718006	17,963019	0,077270	11,266209
591683,976491	61379,000000	-0,000952	19,778239	90,853240	6,469372	15,990000	48,455207	0,002000	19,718650	17,963606	0,077270	11,259151
591703,976635	61381,000000	-0,000953	19,778759	90,857243	6,463398	15,990000	48,472639	0,002000	19,719292	17,964190	0,077270	11,263138
591723,976634	61383,000000	-0,000952	19,779598	90,870760	6,466386	15,990000	48,455389	0,002000	19,719935	17,964776	0,077270	11,259026
591743,976543	61385,000000	-0,000953	19,780028	90,828276	6,474224	15,990000	48,472767	0,002000	19,720577	17,965361	0,077270	11,263011
591763,976069	61387,000000	-0,000952	19,780725	90,831588	6,491474	15,990000	48,452234	0,002000	19,721220	17,965947	0,077270	11,258154
591783,977369	61389,000000	-0,000952	19,781438	90,838866	6,499056	15,990000	48,466798	0,002000	19,721862	17,966532	0,077270	11,261450
591803,976183	61391,000000	-0,000952	19,781979	90,812190	6,475655	15,990000	48,453065	0,002000	19,722506	17,967118	0,077270	11,258192
591823,975894	61393,000000	-0,000952	19,782279	90,837057	6,491814	15,990000	48,467793	0,002000	19,723148	17,967703	0,077270	11,261578
591843,976780	61396,000000	-0,000952	19,783401	90,869205	6,479573	15,990000	48,440960	0,002000	19,724113	17,968582	0,077270	11,255204
591863,975932	61398,000000	-0,000953	19,784511	90,829253	6,487145	15,990000	48,517803	0,002000	19,724752	17,969164	0,077270	11,272922
591883,975864	61400,000000	-0,000954	19,784755	90,834487	6,504759	16,000000	48,563632	0,002000	19,725392	17,969747	0,077319	11,284122
591903,976164	61402,000000	-0,000954	19,785678	90,868524	6,493329	16,000000	48,549160	0,002000	19,726035	17,970334	0,077319	11,280646
591923,976413	61404,000000	-0,000954	19,785866	90,853387	6,508434	16,000000	48,564907	0,002000	19,726677	17,970918	0,077319	11,284281
591943,975895	61406,000000	-0,000954	19,787198	90,876519	6,492041	16,000000	48,543325	0,002000	19,727321	17,971505	0,077319	11,279102
591963,976419	61408,000000	-0,000954	19,787624	90,834775	6,524088	16,000000	48,560867	0,002000	19,727962	17,972089	0,077319	11,283125
591983,975852	61410,000000	-0,000954	19,787266	90,888125	6,512393	15,990000	48,536040	0,002000	19,728606	17,972676	0,077270	11,276818
592003,976196	61412,000000	-0,000954	19,788264	90,857355	6,505388	15,990000	48,556949	0,002000	19,729248	17,973260	0,077270	11,281553
592023,976386	61414,000000	-0,000954	19,789206	90,849744	6,520833	15,990000	48,528404	0,002000	19,729892	17,973847	0,077270	11,274804
592043,976529	61416,000000	-0,000954	19,789541	90,877566	6,530777	15,990000	48,552253	0,002000	19,730533	17,974431	0,077270	11,280304
592063,976742	61418,000000	-0,000954	19,790940	90,891729	6,525311	15,990000	48,528808	0,002000	19,731177	17,975018	0,077270	11,274684
592083,976052	61420,000000	-0,000954	19,790702	90,875535	6,514477	15,990000	48,541945	0,002000	19,731819	17,975603	0,077270	11,277766
592103,976709	61422,000000	-0,000953	19,791559	90,864136	6,524469	15,990000	48,521359	0,002000	19,732463	17,976189	0,077270	11,272877
592123,976667	61425,000000	-0,000954	19,792437	90,877580	6,517741	15,990000	48,541231	0,002000	19,733425	17,977066	0,077270	11,277385
592143,976686	61427,000000	-0,000953	19,793069	90,868676	6,535964	15,990000	48,506370	0,002000	19,734070	17,977653	0,077270	11,269208
592163,975829	61429,000000	-0,000954	19,792608	90,867428	6,522908	16,000000	48,536962	0,002000	19,734711	17,978237	0,077319	11,276955
592183,976496	61431,000000	-0,000953	19,793862	90,853341	6,537401	15,990000	48,507499	0,002000	19,735355	17,978824	0,077270	11,269373
592203,975936	61433,000000	-0,000954	19,794307	90,890475	6,537098	15,990000	48,526556	0,002000	19,735997	17,979408	0,077270	11,273745
592223,976157	61435,000000	-0,000953	19,795127	90,887628	6,535532	15,990000	48,508869	0,002000	19,736640	17,979995	0,077270	11,269535
592243,975810	61437,000000	-0,000953	19,795753	90,897589	6,518344	15,990000	48,521486	0,002000	19,737282	17,980579	0,077270	11,272389
592263,976205	61439,000000	-0,000953	19,796479	90,916521	6,504024	15,990000	48,494891	0,002000	19,737926	17,981166	0,077270	11,266120
592283,976724	61441,000000	-0,000953	19,796808	90,877697	6,532337	15,990000	48,520387	0,002000	19,738567	17,981750	0,077270	11,272003
592303,976618	61443,000000	-0,000953	19,797397	90,871769	6,551492	15,990000	48,484150	0,002000	19,739212	17,982337	0,077270	11,263512
592323,976369	61445,000000	-0,000953	19,797533	90,894378	6,523951	16,000000	48,510122	0,002000	19,739853	17,982922	0,077319	11,270111
592343,976267	61447,000000	-0,000953	19,798940	90,857952	6,527151	15,990000	48,486380	0,002000	19,740497	17,983508	0,077270	11,263839
592363,976261	61449,000000	-0,000953	19,799059	90,889213	6,540964	16,000000	48,505114	0,002000	19,741138	17,984093	0,077319	11,268759
592383,976745	61452,000000	-0,000954	19,800557	90,902727	6,551021	16,000000	48,538344	0,002000	19,742101	17,984969	0,077319	11,276294
592403,976034	61454,000000	-0,000954	19,800878	90,924775	6,525710	15,990000	48,562257	0,002000	19,742742	17,985554	0,077270	11,281227
592423,976336	61456,000000	-0,000955	19,801462	90,900825	6,516811	15,990000	48,600437	0,002000	19,743383	17,986137	0,077270	11,290024
592443,976308	61458,000000	-0,000954	19,802061	90,893619	6,533266	15,990000	48,563539	0,002000	19,744027	17,986724	0,077270	11,281378
592463,976286	61460,000000	-0,000955	19,803232	90,893457	6,538123	15,990000	48,596045	0,002000	19,744668	17,987308	0,077270	11,288785
592483,975883	61462,000000	-0,000954	19,803928	90,879077	6,515938	16,000000	48,559669	0,002000	19,745313	17,987895	0,077319	11,280831
592503,976591	61464,000000	-0,000955	19,804494	90,884028	6,543956	16,000000	48,588365	0,002000	19,745954	17,988479	0,077319	11,287427
592523,976620	61466,000000	-0,000954	19,804741	90,896938	6,539549	16,000000	48,571369	0,002000	19,746597	17,989066	0,077319	11,283448
592543,976544	61468,000000	-0,000955	19,805168	90,877639	6,558854	16,000000	48,581899	0,002000	19,747239	17,989650	0,077319	11,285842
592563,976223	61470,000000	-0,000954	19,805846	90,904209	6,559465	15,990000	48,553938	0,002000	19,747883	17,990237	0,077270	11,278680
592583,976187	61472,000000	-0,000955	19,806188	90,918671	6,533398	16,000000	48,578166	0,002000	19,748525	17,990821	0,077319	11,284848
592603,976065	61474,000000	-0,000954	19,807874	90,892220	6,542042	16,000000	48,543648	0,002000	19,749169	17,991408	0,077319	11,276621
592623,976222	61476,000000	-0,000954	19,807952	90,905213	6,545884	16,000000	48,563105	0,002000	19,749811	17,991993	0,077319	11,281131
592643,975904	61479,000000	-0,000954	19,808999	90,928280	6,547064	15,990000	48,536498	0,002000	19,750776	17,992872	0,077270	11,274239
592663,976839	61481,000000	-0,000954	19,809118	90,874944	6,550949	15,990000	48,550093	0,002000	19,751418	17,993457	0,077270	11,277382
592683,976022	61483,000000	-0,000954	19,809742	90,897821	6,543445	0,000000	48,534036	0,002000	19,752061	17,994043	0,000000	10,413677
592703,975891	61485,000000	-0,000954	19,810240	90,889239	6,542112	16,000000	48,539476	0,002000	19,752704	17,994628	0,077319	11,275360
592723,976689	61487,000000	-0,000953	19,810749	90,915058	6,555773	16,000000	48,517196	0,002000	19,753347	17,995215	0,077319	11,270122
592743,976497	61489,000000	-0,000954	19,811725	90,896536	6,568953	0,000000	48,533687	0,002000	19,753989	17,995799	0,000000	10,413376
592763,976462	61491,000000	-0,000953	19,812461	90,903804	6,544245	0,000000	48,505301	0,002000	19,754633	17,996386	0,000000	10,407201
592783,976383	61493,000000	-0,000954	19,813111	90,889491	6,567097	0,000000	48,527719	0,002000	19,755275	17,996970	0,000000	10,411937
592803,976315	61495,000000	-0,000953	19,813806	90,886261	6,531924	0,000000	48,496534	0,002000	19,755919	17,997557	0,000000	10,405166
592823,976285	61497,000000	-0,000954	19,814574	90,875417	6,563057	0,000000	48,523127	0,002000	19,756560	17,998142	0,000000	10,410784
592843,976489	61499,000000	-0,000953	19,815145	90,893225	6,555148	0,000000	48,501936	0,002000	19,757204	17,998728	0,000000	10,406173
592863,976558	61501,000000	-0,000953	19,815234	90,902922	6,551000	0,000000	48,512615	0,002000	19,757846	17,999313	0,000000	10,408454
592883,976140	61503,000000	-0,000953	19,816553	90,901901	6,566608	0,000000	48,495218	0,002000	19,758489	17,999899	0,000000	10,404570
592903,975953	60613,000000	-0,000365	19,569975	90,873584	5,885686	0,000000	18,563264	-2,000000	19,474029	17,740757	0,000000	3,993495
592923,976471	58748,000000	-0,000038	18,970831	90,868064	5,498854	0,000000	1,920525	-2,000000	18,875636	17,195624	0,000000	0,415869
592936,875844	57553,000000	-0,000002	18,580277	90,861115	5,954805	0,000000	0,111996	-2,000000	18,491773	16,845926	0,000000	0,024354
592946,876562	56631,000000	-0,000002	18,281263	90,864672	6,368530	0,000000	0,109513	-2,000000	18,195535	16,576054	0,000000	0,023892
592956,876059	55708,000000	-0,000002	17,981489	90,847161	6,735330	0,000000	0,108415	-2,000000	17,898975	16,305890	0,000000	0,023729
592966,876588	54783,000000	-0,000002	17,680978	90,891078	7,124610	15,990000	0,103076	-2,000000	17,601773	16,035140	0,077270	0,024501
592976,876079	53857,000000	-0,000002	17,380768	90,880191	7,488730	15,990000	0,106911	-2,000000	17,304249	15,764097	0,077270	0,025494
592986,876616	52931,000000	-0,000002	17,077750	90,876853	7,815123	15,990000	0,111787	-2,000000	17,006725	15,493053	0,077270	0,026743
592996,876127	52006,000000	-0,000002	16,773872	90,849949	8,141155	15,990000	0,107168	-2,000000	16,709522	15,222303	0,077270	0,025721
593006,876324	51080,000000	-0,000002	16,469967	90,915463	8,399243	15,990000	0,103738	-2,000000	16,411999	14,951261	0,077270	0,024978
